feature	chromosome	start	end	SLX-16150.D708tp_D504tp.HC22VBBXY.s_3.r_1	SLX-16150.D709tp_D504tp.HC22VBBXY.s_3.r_1	SLX-16150.D709tp_D508tp.HC22VBBXY.s_3.r_1	SLX-16150.D712tp_D501tp.HC22VBBXY.s_3.r_1
8:39000001-39500000	8	39000001	39500000	0.843	0.865	0.795	0.835
8:39500001-40000000	8	39500001	40000000	0.884	0.88	0.93	0.972
8:40500001-41000000	8	40500001	41000000	1.095	1.018	1.024	1.044
8:41000001-41500000	8	41000001	41500000	1.088	1.083	0.988	0.987
8:41500001-42000000	8	41500001	42000000	1.057	1.041	0.946	1.007
8:42000001-42500000	8	42000001	42500000	0.954	0.954	0.954	0.949
8:42500001-43000000	8	42500001	43000000	1.078	1.108	1.002	1.016
8:47000001-47500000	8	47000001	47500000	0.954	0.997	1.095	0.975
8:47500001-48000000	8	47500001	48000000	0.903	0.928	0.997	0.947
8:48000001-48500000	8	48000001	48500000	1.173	1.049	1.153	1.022
8:48500001-49000000	8	48500001	49000000	1.022	1.045	1.003	1.081
8:49000001-49500000	8	49000001	49500000	1.038	1.072	0.925	0.997
8:49500001-50000000	8	49500001	50000000	0.961	0.978	0.976	0.894
8:50000001-50500000	8	50000001	50500000	1.013	0.974	0.944	1.061
8:51000001-51500000	8	51000001	51500000	1.027	0.952	0.849	0.968
8:51500001-52000000	8	51500001	52000000	0.978	1.047	0.935	0.968
8:52000001-52500000	8	52000001	52500000	0.943	1.013	1.036	1.007
8:52500001-53000000	8	52500001	53000000	0.942	1.02	0.897	0.856
8:53000001-53500000	8	53000001	53500000	0.999	0.889	1.101	1.076
8:53500001-54000000	8	53500001	54000000	0.889	1.048	0.944	1.023
8:54000001-54500000	8	54000001	54500000	0.967	1.089	0.925	0.905
8:54500001-55000000	8	54500001	55000000	1.043	1.14	1.025	1.152
8:55000001-55500000	8	55000001	55500000	0.99	0.936	1.002	1.054
8:55500001-56000000	8	55500001	56000000	0.884	1.058	0.947	0.934
8:56000001-56500000	8	56000001	56500000	1.131	0.991	1.055	0.962
8:57000001-57500000	8	57000001	57500000	0.977	1.128	1.003	1.004
8:57500001-58000000	8	57500001	58000000	1.038	1.02	1.01	0.975
8:58000001-58500000	8	58000001	58500000	0.983	0.912	0.938	1.114
8:58500001-59000000	8	58500001	59000000	0.979	1.001	1.039	1.002
8:59000001-59500000	8	59000001	59500000	1.005	1.007	1.002	0.997
8:59500001-60000000	8	59500001	60000000	1.018	0.977	1.077	1.043
8:60000001-60500000	8	60000001	60500000	1.108	0.99	1.031	1.02
8:60500001-61000000	8	60500001	61000000	0.977	0.966	1.099	0.828
8:61500001-62000000	8	61500001	62000000	0.97	0.959	0.902	1.03
8:62000001-62500000	8	62000001	62500000	1.019	0.999	1.008	1.038
8:62500001-63000000	8	62500001	63000000	1.088	0.937	0.932	1.063
8:63000001-63500000	8	63000001	63500000	1.086	0.993	0.989	1.029
8:63500001-64000000	8	63500001	64000000	0.931	1	0.987	1.069
8:64000001-64500000	8	64000001	64500000	1.019	0.986	1.071	1.083
8:64500001-65000000	8	64500001	65000000	0.979	1	1.008	1.022
8:65000001-65500000	8	65000001	65500000	1.159	0.987	0.962	0.939
8:65500001-66000000	8	65500001	66000000	0.932	0.963	0.914	0.975
8:66000001-66500000	8	66000001	66500000	1.023	0.95	0.974	1.008
8:66500001-67000000	8	66500001	67000000	0.884	0.974	0.94	0.845
8:67000001-67500000	8	67000001	67500000	0.973	0.996	1.042	1.027
8:68000001-68500000	8	68000001	68500000	1.092	0.976	1.021	1.019
8:68500001-69000000	8	68500001	69000000	1.068	1.125	1.054	0.967
8:69500001-70000000	8	69500001	70000000	1.013	0.937	1.066	0.931
8:70000001-70500000	8	70000001	70500000	0.956	0.931	0.926	0.916
8:70500001-71000000	8	70500001	71000000	1.017	1.026	1.001	0.895
8:71000001-71500000	8	71000001	71500000	1.015	0.997	0.984	0.986
8:71500001-72000000	8	71500001	72000000	1.05	1.036	1.054	0.966
8:72000001-72500000	8	72000001	72500000	0.932	0.993	1.041	1.027
8:73000001-73500000	8	73000001	73500000	0.955	0.997	1.056	1.08
8:73500001-74000000	8	73500001	74000000	0.94	1.069	1.017	0.883
8:74000001-74500000	8	74000001	74500000	1.039	0.95	1.077	1.098
8:75000001-75500000	8	75000001	75500000	0.987	1.007	0.935	1.065
8:75500001-76000000	8	75500001	76000000	0.956	1.004	1.012	0.956
8:77000001-77500000	8	77000001	77500000	1.031	0.993	0.931	0.913
8:77500001-78000000	8	77500001	78000000	0.938	1.059	1.003	0.963
8:78000001-78500000	8	78000001	78500000	0.997	0.978	0.987	0.976
8:78500001-79000000	8	78500001	79000000	0.938	1.024	0.983	1.024
8:79000001-79500000	8	79000001	79500000	1.013	0.932	0.962	1.007
8:79500001-80000000	8	79500001	80000000	1.023	1.096	1.015	0.944
8:80000001-80500000	8	80000001	80500000	1.043	0.942	0.994	1.024
8:80500001-81000000	8	80500001	81000000	1.053	1.036	1.025	1.007
8:81000001-81500000	8	81000001	81500000	1.161	0.962	1.048	1.108
8:81500001-82000000	8	81500001	82000000	1.022	0.911	0.908	0.992
8:82000001-82500000	8	82000001	82500000	1.027	0.913	0.968	1.093
8:82500001-83000000	8	82500001	83000000	1.014	1.058	0.939	1.047
8:83000001-83500000	8	83000001	83500000	1.034	0.964	1	1.05
8:83500001-84000000	8	83500001	84000000	0.947	0.923	1.021	0.971
8:84000001-84500000	8	84000001	84500000	0.966	1.011	1.075	1.012
8:84500001-85000000	8	84500001	85000000	0.917	1.036	0.947	0.997
8:85000001-85500000	8	85000001	85500000	0.983	0.983	0.988	1.042
8:86000001-86500000	8	86000001	86500000	0.916	0.942	0.907	0.983
8:86500001-87000000	8	86500001	87000000	0.976	0.947	0.889	1.034
8:87000001-87500000	8	87000001	87500000	1.003	1.063	1.049	1.02
8:87500001-88000000	8	87500001	88000000	1.007	0.92	0.976	0.966
8:88000001-88500000	8	88000001	88500000	1.044	0.962	1.012	0.932
8:88500001-89000000	8	88500001	89000000	1.054	1.109	1.123	1.016
8:89000001-89500000	8	89000001	89500000	0.987	1.149	1.161	1.047
8:89500001-90000000	8	89500001	90000000	0.939	0.986	0.999	0.934
8:90000001-90500000	8	90000001	90500000	1.012	0.968	1.082	0.969
8:90500001-91000000	8	90500001	91000000	1.061	0.975	0.931	0.934
8:91000001-91500000	8	91000001	91500000	1.103	1.009	0.91	1.022
8:91500001-92000000	8	91500001	92000000	1.039	1.057	0.99	1.094
8:92000001-92500000	8	92000001	92500000	1.003	0.923	0.99	1.056
8:92500001-93000000	8	92500001	93000000	1.046	1.006	1.029	1.007
8:93000001-93500000	8	93000001	93500000	1.043	0.964	0.928	1.073
8:93500001-94000000	8	93500001	94000000	0.993	1.042	0.989	0.948
8:94000001-94500000	8	94000001	94500000	0.942	0.943	1.1	1.044
8:94500001-95000000	8	94500001	95000000	0.953	1.05	0.917	0.874
8:95000001-95500000	8	95000001	95500000	0.991	0.985	1.048	1.032
8:95500001-96000000	8	95500001	96000000	1.048	0.995	1.065	1.15
8:96000001-96500000	8	96000001	96500000	1.014	1.05	1.035	1.062
8:96500001-97000000	8	96500001	97000000	0.937	1.043	0.958	1.078
8:97000001-97500000	8	97000001	97500000	1.074	1.014	0.962	1.082
8:98000001-98500000	8	98000001	98500000	1.008	0.903	0.95	1.043
8:98500001-99000000	8	98500001	99000000	0.975	0.958	1.03	1.043
8:99500001-100000000	8	99500001	100000000	1.046	0.996	1.048	1.061
8:100000001-100500000	8	100000001	100500000	1.049	1.189	0.967	0.943
8:100500001-101000000	8	100500001	101000000	0.944	1.089	0.959	0.909
8:101000001-101500000	8	101000001	101500000	0.988	1.018	0.992	0.999
8:101500001-102000000	8	101500001	102000000	1.005	1.106	1.155	1.041
8:102000001-102500000	8	102000001	102500000	0.993	0.982	1.009	0.996
8:103500001-104000000	8	103500001	104000000	1.026	1.089	0.959	1
8:104000001-104500000	8	104000001	104500000	1.035	0.993	1.048	0.944
8:104500001-105000000	8	104500001	105000000	0.991	1.001	1.083	1.044
8:105000001-105500000	8	105000001	105500000	1.023	1.016	1.131	1.013
8:105500001-106000000	8	105500001	106000000	1.12	0.938	1.077	1.052
8:106000001-106500000	8	106000001	106500000	1.022	1.033	1.054	1.071
8:106500001-107000000	8	106500001	107000000	1.011	1.052	0.979	1.04
8:107000001-107500000	8	107000001	107500000	1.07	1.06	1.012	0.999
8:107500001-108000000	8	107500001	108000000	1.016	1.041	0.992	1.057
8:108000001-108500000	8	108000001	108500000	1.013	1.005	1.161	1.054
8:109000001-109500000	8	109000001	109500000	1.007	0.994	0.939	1
8:109500001-110000000	8	109500001	110000000	1.127	1.091	1.094	1.035
8:110000001-110500000	8	110000001	110500000	0.973	1.027	0.954	0.978
8:111500001-112000000	8	111500001	112000000	1.003	1.029	1.012	0.958
8:112000001-112500000	8	112000001	112500000	1.007	0.891	1.083	1.031
8:112500001-113000000	8	112500001	113000000	1.013	1.14	0.982	1.128
8:113000001-113500000	8	113000001	113500000	1.035	1.009	0.994	1.048
8:113500001-114000000	8	113500001	114000000	0.98	1.115	1.069	0.972
8:114000001-114500000	8	114000001	114500000	1.071	0.977	1.098	1.024
8:114500001-115000000	8	114500001	115000000	0.935	0.882	0.988	0.918
8:115000001-115500000	8	115000001	115500000	1.014	0.987	1.08	1.17
8:115500001-116000000	8	115500001	116000000	0.989	0.917	0.932	1.024
8:116000001-116500000	8	116000001	116500000	0.978	0.958	1.066	0.991
8:116500001-117000000	8	116500001	117000000	0.964	0.943	1.016	0.94
8:117000001-117500000	8	117000001	117500000	0.955	0.982	1.013	1.076
8:117500001-118000000	8	117500001	118000000	0.969	0.942	0.993	1.017
8:118000001-118500000	8	118000001	118500000	0.985	1.033	0.896	1.021
8:118500001-119000000	8	118500001	119000000	0.919	1.041	1.059	1.043
8:119000001-119500000	8	119000001	119500000	1.035	1.128	1.056	1.018
8:119500001-120000000	8	119500001	120000000	1.062	0.972	1.034	1.108
8:120500001-121000000	8	120500001	121000000	1.033	0.897	0.991	1.038
8:121000001-121500000	8	121000001	121500000	1.078	1.09	1.063	1.065
8:121500001-122000000	8	121500001	122000000	1.006	1.013	1.064	1.083
8:122000001-122500000	8	122000001	122500000	1.074	1.109	0.896	1.058
8:122500001-123000000	8	122500001	123000000	0.994	0.944	1.041	1.03
8:123000001-123500000	8	123000001	123500000	1.025	0.917	0.907	0.918
8:123500001-124000000	8	123500001	124000000	0.997	0.963	0.965	1.052
8:124000001-124500000	8	124000001	124500000	1.019	0.949	1.072	1.008
8:124500001-125000000	8	124500001	125000000	0.943	0.893	0.952	0.928
8:125000001-125500000	8	125000001	125500000	0.961	0.964	0.897	0.951
8:125500001-126000000	8	125500001	126000000	0.962	1.038	1.055	1.069
8:126000001-126500000	8	126000001	126500000	1.005	1.085	1.014	0.983
8:126500001-127000000	8	126500001	127000000	0.983	1.14	0.978	1.002
8:128000001-128500000	8	128000001	128500000	1.072	1.026	1.065	0.998
8:128500001-129000000	8	128500001	129000000	1.134	1.067	1.123	1.072
8:129000001-129500000	8	129000001	129500000	1.003	1.009	1.047	1.064
8:129500001-130000000	8	129500001	130000000	1.055	1.102	1.045	0.973
8:130000001-130500000	8	130000001	130500000	0.937	0.985	0.88	0.986
8:130500001-131000000	8	130500001	131000000	0.998	0.959	1.078	0.995
8:131000001-131500000	8	131000001	131500000	1.033	0.987	0.956	1.017
8:131500001-132000000	8	131500001	132000000	0.999	1.07	0.949	1.023
8:132000001-132500000	8	132000001	132500000	0.98	1.047	0.97	0.994
8:132500001-133000000	8	132500001	133000000	1.001	0.974	0.928	1.012
8:133000001-133500000	8	133000001	133500000	0.938	1.029	0.998	1.06
8:134000001-134500000	8	134000001	134500000	1.052	1.067	1.024	1.041
8:134500001-135000000	8	134500001	135000000	0.991	0.964	1.07	0.951
8:135000001-135500000	8	135000001	135500000	1.126	1.007	1.028	0.968
8:135500001-136000000	8	135500001	136000000	0.935	1.044	0.967	1.063
8:136000001-136500000	8	136000001	136500000	0.985	0.956	0.817	0.982
8:136500001-137000000	8	136500001	137000000	0.903	1.044	1.047	0.984
8:137000001-137500000	8	137000001	137500000	0.955	1.006	0.931	0.987
8:137500001-138000000	8	137500001	138000000	0.989	0.964	1.054	0.958
8:138000001-138500000	8	138000001	138500000	1.042	1.129	1.07	1.022
8:138500001-139000000	8	138500001	139000000	1.035	0.924	1	1.065
8:139000001-139500000	8	139000001	139500000	0.976	0.934	1.014	0.989
8:139500001-140000000	8	139500001	140000000	1	0.974	0.971	0.987
8:140000001-140500000	8	140000001	140500000	1.03	0.949	1.03	1.052
8:140500001-141000000	8	140500001	141000000	0.965	0.976	0.914	0.82
8:141000001-141500000	8	141000001	141500000	1.003	0.999	0.924	0.895
8:141500001-142000000	8	141500001	142000000	1.044	1.089	0.977	0.979
8:142000001-142500000	8	142000001	142500000	1.082	1.105	1.001	1.037
8:142500001-143000000	8	142500001	143000000	1.055	0.951	1.022	0.982
8:143000001-143500000	8	143000001	143500000	0.973	1.05	0.998	1.01
8:143500001-144000000	8	143500001	144000000	0.957	1.013	0.983	1.006
8:144000001-144500000	8	144000001	144500000	0.953	1.15	1.108	0.883
8:144500001-145000000	8	144500001	145000000	1.114	1.02	1.002	0.989
9:500001-1000000	9	500001	1000000	1.015	0.989	0.994	0.972
9:1000001-1500000	9	1000001	1500000	1.052	1.026	1.017	0.997
9:1500001-2000000	9	1500001	2000000	0.982	0.962	1.007	1.053
9:2000001-2500000	9	2000001	2500000	0.949	0.992	1.061	1.02
9:2500001-3000000	9	2500001	3000000	1.012	0.922	0.98	1.032
9:3000001-3500000	9	3000001	3500000	0.961	1.017	0.999	1.102
9:3500001-4000000	9	3500001	4000000	1.026	1.03	1.063	1.046
9:4000001-4500000	9	4000001	4500000	1.007	0.915	0.891	1.027
9:4500001-5000000	9	4500001	5000000	0.96	0.977	1.123	0.971
9:5500001-6000000	9	5500001	6000000	0.989	0.988	1.004	1.058
9:6000001-6500000	9	6000001	6500000	0.995	1.034	1.068	1.031
9:6500001-7000000	9	6500001	7000000	1.087	0.958	0.998	0.861
9:7000001-7500000	9	7000001	7500000	1.03	1.053	0.99	1.015
9:7500001-8000000	9	7500001	8000000	1.023	0.986	0.925	1.129
9:8000001-8500000	9	8000001	8500000	1.043	1.05	0.962	1.061
9:8500001-9000000	9	8500001	9000000	0.967	0.957	0.908	0.996
9:9000001-9500000	9	9000001	9500000	0.969	0.978	0.945	0.872
9:10000001-10500000	9	10000001	10500000	1.03	0.908	1.016	1.059
9:10500001-11000000	9	10500001	11000000	0.993	0.963	1.013	0.945
9:11000001-11500000	9	11000001	11500000	0.995	0.891	0.97	0.95
9:11500001-12000000	9	11500001	12000000	1.003	1.04	0.847	1.121
9:12000001-12500000	9	12000001	12500000	0.972	1.037	1.13	0.939
9:12500001-13000000	9	12500001	13000000	0.99	1.141	1.061	0.993
9:13000001-13500000	9	13000001	13500000	1.059	1.061	0.992	1.087
9:13500001-14000000	9	13500001	14000000	0.982	0.94	1.003	1.004
9:14000001-14500000	9	14000001	14500000	1.021	0.978	1.007	1.106
9:14500001-15000000	9	14500001	15000000	1.034	1.05	0.949	1.109
9:15000001-15500000	9	15000001	15500000	0.993	0.879	0.856	1.056
9:16000001-16500000	9	16000001	16500000	1.047	1.108	1.034	1.088
9:16500001-17000000	9	16500001	17000000	1.1	1.039	0.947	0.954
9:17000001-17500000	9	17000001	17500000	1.029	1.084	0.901	1.178
9:17500001-18000000	9	17500001	18000000	0.936	1.027	1.079	1.108
9:18500001-19000000	9	18500001	19000000	1.044	0.932	1.05	1.064
9:19000001-19500000	9	19000001	19500000	0.969	0.935	1.006	0.942
9:19500001-20000000	9	19500001	20000000	1.081	0.98	1.079	0.965
9:20000001-20500000	9	20000001	20500000	1.067	1.068	1.039	1.144
9:20500001-21000000	9	20500001	21000000	0.937	0.907	1.077	0.987
9:21000001-21500000	9	21000001	21500000	0.992	0.973	1.016	0.973
9:21500001-22000000	9	21500001	22000000	1.011	1.027	0.912	1.104
9:22000001-22500000	9	22000001	22500000	1.017	1.002	1.038	0.951
9:22500001-23000000	9	22500001	23000000	0.988	0.918	0.953	1.048
9:23000001-23500000	9	23000001	23500000	0.916	0.921	1.035	0.95
9:23500001-24000000	9	23500001	24000000	0.892	0.973	0.972	0.995
9:24000001-24500000	9	24000001	24500000	1.003	1.077	1.006	0.954
9:24500001-25000000	9	24500001	25000000	0.959	0.84	1.102	0.968
9:25000001-25500000	9	25000001	25500000	1.001	0.996	1.095	1.016
9:25500001-26000000	9	25500001	26000000	0.916	0.96	0.822	0.932
9:26000001-26500000	9	26000001	26500000	1.005	0.961	1.158	0.927
9:26500001-27000000	9	26500001	27000000	1.05	0.971	0.972	1.014
9:27000001-27500000	9	27000001	27500000	0.924	1.148	0.975	1.014
9:27500001-28000000	9	27500001	28000000	0.949	0.931	1.096	0.931
9:28000001-28500000	9	28000001	28500000	1.049	1.095	1.01	1.107
9:28500001-29000000	9	28500001	29000000	0.963	1.157	0.977	0.926
9:29000001-29500000	9	29000001	29500000	1.013	0.956	0.988	0.988
9:29500001-30000000	9	29500001	30000000	0.983	0.919	0.94	0.992
9:30000001-30500000	9	30000001	30500000	0.975	0.959	0.997	1.005
9:30500001-31000000	9	30500001	31000000	0.963	0.919	0.938	0.961
9:31500001-32000000	9	31500001	32000000	1.032	1.057	0.923	0.899
9:32000001-32500000	9	32000001	32500000	1.018	1.041	1.081	1.043
9:32500001-33000000	9	32500001	33000000	1.067	0.977	0.965	1.098
9:33000001-33500000	9	33000001	33500000	0.988	0.953	1.009	1.081
9:34000001-34500000	9	34000001	34500000	0.968	0.991	1.093	1.055
9:35000001-35500000	9	35000001	35500000	1.052	0.947	1.076	0.935
9:35500001-36000000	9	35500001	36000000	0.936	1.025	0.905	0.916
9:36500001-37000000	9	36500001	37000000	1.034	1.073	1.047	1.005
9:37000001-37500000	9	37000001	37500000	0.965	0.927	0.969	0.836
9:37500001-38000000	9	37500001	38000000	1.003	1.045	0.994	0.933
9:38000001-38500000	9	38000001	38500000	0.938	1.007	1.025	1.157
9:68500001-69000000	9	68500001	69000000	0.919	1.022	1.004	0.937
9:69000001-69500000	9	69000001	69500000	1.049	1.104	0.906	0.904
9:69500001-70000000	9	69500001	70000000	0.995	0.935	0.877	1.036
9:70000001-70500000	9	70000001	70500000	0.928	1.008	0.948	1.006
9:70500001-71000000	9	70500001	71000000	0.959	1.033	0.948	1.081
9:71000001-71500000	9	71000001	71500000	0.987	1.05	0.989	1.033
9:71500001-72000000	9	71500001	72000000	0.966	0.991	0.925	1.018
9:72000001-72500000	9	72000001	72500000	0.951	0.973	1.065	0.977
9:73000001-73500000	9	73000001	73500000	0.925	0.928	1.032	0.998
9:73500001-74000000	9	73500001	74000000	0.943	0.97	1.039	0.931
9:74000001-74500000	9	74000001	74500000	0.954	1.025	1.007	1.048
9:74500001-75000000	9	74500001	75000000	0.908	1.046	0.956	0.928
9:75000001-75500000	9	75000001	75500000	0.986	0.904	0.902	1.032
9:75500001-76000000	9	75500001	76000000	0.951	0.912	1	0.926
9:76000001-76500000	9	76000001	76500000	0.971	1.034	0.989	1.047
9:76500001-77000000	9	76500001	77000000	1.016	0.977	1.015	1.019
9:77000001-77500000	9	77000001	77500000	1.034	0.88	0.899	1.003
9:77500001-78000000	9	77500001	78000000	0.952	0.995	1.024	0.973
9:78000001-78500000	9	78000001	78500000	1.038	1.07	1.041	1.036
9:79000001-79500000	9	79000001	79500000	1.139	1.044	1.124	1.011
9:80000001-80500000	9	80000001	80500000	1.026	0.967	0.902	0.977
9:81000001-81500000	9	81000001	81500000	0.966	1.024	1.046	0.953
9:82500001-83000000	9	82500001	83000000	1.07	1.024	0.944	1.002
9:83000001-83500000	9	83000001	83500000	1.103	1.006	1.04	1.094
9:83500001-84000000	9	83500001	84000000	0.915	0.864	1.032	0.988
9:84000001-84500000	9	84000001	84500000	1.066	1.074	1.08	0.986
9:84500001-85000000	9	84500001	85000000	0.994	1	0.999	1.097
9:85000001-85500000	9	85000001	85500000	1.098	1.13	1.124	1.024
9:85500001-86000000	9	85500001	86000000	1.058	0.984	0.962	0.978
9:86000001-86500000	9	86000001	86500000	1.053	0.901	1.12	0.974
9:86500001-87000000	9	86500001	87000000	1.016	0.953	1.014	1.014
9:87000001-87500000	9	87000001	87500000	0.983	1.03	1.041	1.038
9:87500001-88000000	9	87500001	88000000	1.021	1.045	0.936	1.01
9:88000001-88500000	9	88000001	88500000	1.086	1.011	1.171	1.141
9:88500001-89000000	9	88500001	89000000	0.995	0.987	0.986	1.023
9:89000001-89500000	9	89000001	89500000	0.981	0.863	0.863	1.026
9:89500001-90000000	9	89500001	90000000	1.043	0.94	0.93	0.908
9:90000001-90500000	9	90000001	90500000	1.179	1.208	1.102	1.017
9:90500001-91000000	9	90500001	91000000	0.988	1.03	1.046	1.072
9:91000001-91500000	9	91000001	91500000	1.018	1.004	1.029	0.987
9:91500001-92000000	9	91500001	92000000	0.98	1.114	1.138	1.031
9:93000001-93500000	9	93000001	93500000	0.991	0.987	1.118	1.019
9:93500001-94000000	9	93500001	94000000	0.954	1.07	0.968	1.041
9:94500001-95000000	9	94500001	95000000	0.962	1.087	1.145	1.057
9:95000001-95500000	9	95000001	95500000	1.098	1.014	0.945	0.924
9:96000001-96500000	9	96000001	96500000	0.948	0.941	0.963	0.943
9:97500001-98000000	9	97500001	98000000	0.891	0.956	1.014	1.052
9:98000001-98500000	9	98000001	98500000	0.977	1.118	1.104	1.038
9:98500001-99000000	9	98500001	99000000	0.993	0.969	1.014	0.962
9:99000001-99500000	9	99000001	99500000	1.014	0.937	1.011	0.992
9:99500001-100000000	9	99500001	100000000	1.101	1.065	1.061	0.966
9:100000001-100500000	9	100000001	100500000	0.986	1.02	1.049	1.019
9:100500001-101000000	9	100500001	101000000	0.99	0.974	1.03	0.918
9:101000001-101500000	9	101000001	101500000	1.062	0.976	1.035	0.973
9:101500001-102000000	9	101500001	102000000	0.983	1.028	1.007	0.963
9:102000001-102500000	9	102000001	102500000	1.009	0.904	0.866	0.955
9:102500001-103000000	9	102500001	103000000	0.975	1.04	1.044	1.043
9:103000001-103500000	9	103000001	103500000	0.931	1.04	1.044	1.003
9:103500001-104000000	9	103500001	104000000	1.08	1.02	1.007	0.884
9:104000001-104500000	9	104000001	104500000	0.942	0.924	1.078	0.966
9:104500001-105000000	9	104500001	105000000	0.989	1.017	0.857	0.983
9:105000001-105500000	9	105000001	105500000	0.976	1.054	1.02	0.886
9:105500001-106000000	9	105500001	106000000	1.069	1.094	1.025	1.049
9:106000001-106500000	9	106000001	106500000	1.144	1.179	1.073	1.163
9:106500001-107000000	9	106500001	107000000	1.077	0.982	1.056	1.111
9:107000001-107500000	9	107000001	107500000	1.039	1.022	0.959	1.052
9:107500001-108000000	9	107500001	108000000	1.029	1.014	0.98	1.035
9:108000001-108500000	9	108000001	108500000	1.016	0.942	1.104	1.022
9:108500001-109000000	9	108500001	109000000	0.988	1.006	0.975	1.139
9:109000001-109500000	9	109000001	109500000	0.989	0.904	1.008	1.016
9:109500001-110000000	9	109500001	110000000	1.052	1.061	1.032	1.088
9:110000001-110500000	9	110000001	110500000	1.041	1.122	1.063	1.045
9:110500001-111000000	9	110500001	111000000	1.111	1.013	0.936	1.038
9:111000001-111500000	9	111000001	111500000	1.074	1.002	1.01	0.976
9:111500001-112000000	9	111500001	112000000	0.901	0.962	1.048	0.937
9:112000001-112500000	9	112000001	112500000	0.965	0.921	1.061	0.912
9:112500001-113000000	9	112500001	113000000	1.013	1.08	0.923	0.961
9:113000001-113500000	9	113000001	113500000	0.956	1.047	1.041	0.994
9:113500001-114000000	9	113500001	114000000	0.954	0.994	0.943	1.042
9:114000001-114500000	9	114000001	114500000	1.047	1.047	0.958	0.968
9:114500001-115000000	9	114500001	115000000	0.977	1.047	0.943	1.031
9:115000001-115500000	9	115000001	115500000	1.027	0.953	0.993	1.015
9:115500001-116000000	9	115500001	116000000	1.019	1.191	1.021	1.042
9:116000001-116500000	9	116000001	116500000	0.979	1.002	1.093	1.011
9:116500001-117000000	9	116500001	117000000	0.984	0.979	0.978	1.046
9:117500001-118000000	9	117500001	118000000	0.999	0.936	0.974	0.96
9:118000001-118500000	9	118000001	118500000	1.039	1.1	0.999	1.027
9:118500001-119000000	9	118500001	119000000	0.987	1.017	1.069	1.013
9:119000001-119500000	9	119000001	119500000	1.083	1.114	0.93	0.944
9:119500001-120000000	9	119500001	120000000	1.024	1.053	1.016	0.825
9:120000001-120500000	9	120000001	120500000	1.116	1.001	1.026	1.074
9:120500001-121000000	9	120500001	121000000	1.04	0.996	0.96	0.97
9:121000001-121500000	9	121000001	121500000	0.984	1	0.907	0.964
9:121500001-122000000	9	121500001	122000000	0.996	0.975	0.954	1.125
9:122000001-122500000	9	122000001	122500000	1.043	0.994	1.103	0.983
9:123000001-123500000	9	123000001	123500000	0.905	1.122	1.066	1.123
9:123500001-124000000	9	123500001	124000000	1.084	0.982	1.073	1.02
9:124000001-124500000	9	124000001	124500000	0.989	1.026	0.994	0.964
9:124500001-125000000	9	124500001	125000000	0.973	1.071	0.978	0.977
9:125000001-125500000	9	125000001	125500000	1.006	0.887	1	0.98
9:125500001-126000000	9	125500001	126000000	1.093	0.918	0.986	0.877
9:126000001-126500000	9	126000001	126500000	0.973	0.978	1.044	0.967
9:126500001-127000000	9	126500001	127000000	0.969	1.066	1.06	1.054
9:127000001-127500000	9	127000001	127500000	1.023	1.049	1.06	1.073
9:127500001-128000000	9	127500001	128000000	1.015	1.062	1.105	0.948
9:128000001-128500000	9	128000001	128500000	0.994	0.952	0.966	1.053
9:128500001-129000000	9	128500001	129000000	1.029	1.008	0.989	1.067
9:129000001-129500000	9	129000001	129500000	0.896	0.989	0.969	0.937
9:130000001-130500000	9	130000001	130500000	1.004	1.029	1.113	1.069
9:130500001-131000000	9	130500001	131000000	1.157	0.931	1.02	0.99
9:131000001-131500000	9	131000001	131500000	0.957	1.038	0.912	1.018
9:131500001-132000000	9	131500001	132000000	1.041	1.032	1.032	0.994
9:132000001-132500000	9	132000001	132500000	1.008	1.061	0.927	0.984
9:132500001-133000000	9	132500001	133000000	1.072	0.938	1.086	1.107
9:133000001-133500000	9	133000001	133500000	0.975	1.092	0.893	0.983
9:133500001-134000000	9	133500001	134000000	0.988	0.938	1.106	1.012
9:134500001-135000000	9	134500001	135000000	1.082	1.079	1.02	1.008
9:135000001-135500000	9	135000001	135500000	0.961	1.037	0.99	0.996
9:135500001-136000000	9	135500001	136000000	1.019	1.087	1.038	1.017
9:136000001-136500000	9	136000001	136500000	1.005	0.949	0.987	0.864
9:136500001-137000000	9	136500001	137000000	0.965	0.936	0.921	0.859
9:137000001-137500000	9	137000001	137500000	1.001	1.062	0.941	0.916
9:137500001-138000000	9	137500001	138000000	1.106	1.01	1.04	1.032
10:1-500000	10	1	500000	1.128	1.078	1.032	1.062
10:500001-1000000	10	500001	1000000	0.954	1.017	0.984	0.928
10:1000001-1500000	10	1000001	1500000	0.984	1.035	0.98	1.044
10:1500001-2000000	10	1500001	2000000	0.958	0.895	0.917	0.996
10:2500001-3000000	10	2500001	3000000	0.978	0.992	0.931	1.009
10:3000001-3500000	10	3000001	3500000	0.961	1.024	0.945	0.942
10:3500001-4000000	10	3500001	4000000	0.949	0.928	0.966	0.929
10:4000001-4500000	10	4000001	4500000	1.042	0.965	0.928	1.023
10:4500001-5000000	10	4500001	5000000	1.026	0.763	1.044	1.097
10:5000001-5500000	10	5000001	5500000	1.055	1.003	1.021	1.043
10:5500001-6000000	10	5500001	6000000	0.927	0.942	1.013	0.918
10:6000001-6500000	10	6000001	6500000	0.999	0.979	0.926	0.928
