feature	chromosome	start	end	SLX-17922.D706tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D703tp_D507tp.H5J55BBXY.s_8.r_1
8:2500001-3000000	8	2500001	3000000	0.922	0.849
8:3000001-3500000	8	3000001	3500000	0.915	0.8
8:3500001-4000000	8	3500001	4000000	0.808	0.749
8:4000001-4500000	8	4000001	4500000	0.87	0.737
8:4500001-5000000	8	4500001	5000000	0.822	0.847
8:5000001-5500000	8	5000001	5500000	0.836	0.71
8:5500001-6000000	8	5500001	6000000	0.845	0.748
8:6000001-6500000	8	6000001	6500000	0.83	0.781
8:6500001-7000000	8	6500001	7000000	0.941	0.811
8:8500001-9000000	8	8500001	9000000	0.847	0.833
8:9000001-9500000	8	9000001	9500000	0.898	0.854
8:9500001-10000000	8	9500001	10000000	0.812	0.803
8:10000001-10500000	8	10000001	10500000	0.91	0.812
8:10500001-11000000	8	10500001	11000000	0.907	0.783
8:11000001-11500000	8	11000001	11500000	0.935	0.812
8:11500001-12000000	8	11500001	12000000	0.911	0.733
8:13500001-14000000	8	13500001	14000000	0.934	0.745
8:14000001-14500000	8	14000001	14500000	0.88	0.771
8:14500001-15000000	8	14500001	15000000	0.907	0.78
8:15000001-15500000	8	15000001	15500000	0.851	0.726
8:15500001-16000000	8	15500001	16000000	0.854	0.706
8:16500001-17000000	8	16500001	17000000	0.865	0.874
8:17000001-17500000	8	17000001	17500000	0.852	0.704
8:17500001-18000000	8	17500001	18000000	0.872	0.741
8:18000001-18500000	8	18000001	18500000	0.81	0.763
8:19000001-19500000	8	19000001	19500000	0.822	0.751
8:19500001-20000000	8	19500001	20000000	0.815	0.787
8:20000001-20500000	8	20000001	20500000	0.972	0.769
8:21000001-21500000	8	21000001	21500000	1	0.87
8:21500001-22000000	8	21500001	22000000	0.883	0.834
8:22000001-22500000	8	22000001	22500000	0.875	0.701
8:22500001-23000000	8	22500001	23000000	0.871	0.85
8:23000001-23500000	8	23000001	23500000	0.835	0.742
8:23500001-24000000	8	23500001	24000000	0.851	0.78
8:24000001-24500000	8	24000001	24500000	0.889	0.835
8:24500001-25000000	8	24500001	25000000	0.91	0.877
8:25000001-25500000	8	25000001	25500000	0.854	0.698
8:25500001-26000000	8	25500001	26000000	0.92	0.848
8:26000001-26500000	8	26000001	26500000	0.936	0.695
8:26500001-27000000	8	26500001	27000000	0.903	0.8
8:27000001-27500000	8	27000001	27500000	0.889	0.863
8:27500001-28000000	8	27500001	28000000	0.912	0.813
8:28000001-28500000	8	28000001	28500000	0.88	0.773
8:28500001-29000000	8	28500001	29000000	0.901	0.755
8:29000001-29500000	8	29000001	29500000	0.792	0.701
8:29500001-30000000	8	29500001	30000000	0.884	0.759
8:30000001-30500000	8	30000001	30500000	0.856	0.774
8:30500001-31000000	8	30500001	31000000	0.821	0.807
8:31000001-31500000	8	31000001	31500000	0.851	0.786
8:31500001-32000000	8	31500001	32000000	0.864	0.732
8:32000001-32500000	8	32000001	32500000	1.161	1.449
8:33500001-34000000	8	33500001	34000000	0.947	0.809
8:34000001-34500000	8	34000001	34500000	0.959	0.755
8:34500001-35000000	8	34500001	35000000	0.917	0.836
8:35000001-35500000	8	35000001	35500000	0.816	0.764
8:35500001-36000000	8	35500001	36000000	0.848	0.834
8:36500001-37000000	8	36500001	37000000	0.886	0.906
8:37000001-37500000	8	37000001	37500000	1.516	1.983
8:37500001-38000000	8	37500001	38000000	1.643	2.387
8:38000001-38500000	8	38000001	38500000	1.509	2.183
8:38500001-39000000	8	38500001	39000000	1.438	1.948
8:39000001-39500000	8	39000001	39500000	1.207	1.568
8:39500001-40000000	8	39500001	40000000	0.849	0.659
8:40500001-41000000	8	40500001	41000000	1.128	1.12
8:41000001-41500000	8	41000001	41500000	1.137	1.259
8:41500001-42000000	8	41500001	42000000	1.273	1.539
8:42000001-42500000	8	42000001	42500000	1.152	1.115
8:42500001-43000000	8	42500001	43000000	1.164	1.172
8:47000001-47500000	8	47000001	47500000	1.294	1.262
8:47500001-48000000	8	47500001	48000000	1.192	1.209
8:48000001-48500000	8	48000001	48500000	1.24	1.213
8:48500001-49000000	8	48500001	49000000	1.2	1.35
8:49000001-49500000	8	49000001	49500000	1.115	1.143
8:49500001-50000000	8	49500001	50000000	1.069	1.221
8:50000001-50500000	8	50000001	50500000	1.138	1.239
8:51000001-51500000	8	51000001	51500000	1.101	1.155
8:51500001-52000000	8	51500001	52000000	1.063	1.152
8:52000001-52500000	8	52000001	52500000	1.35	1.545
8:52500001-53000000	8	52500001	53000000	1.327	1.518
8:53000001-53500000	8	53000001	53500000	1.3	1.606
8:53500001-54000000	8	53500001	54000000	1.404	1.476
8:54000001-54500000	8	54000001	54500000	1.337	1.633
8:54500001-55000000	8	54500001	55000000	1.381	1.707
8:55000001-55500000	8	55000001	55500000	1.377	1.639
8:55500001-56000000	8	55500001	56000000	1.269	1.548
8:56000001-56500000	8	56000001	56500000	1.352	1.619
8:57000001-57500000	8	57000001	57500000	1.287	1.528
8:57500001-58000000	8	57500001	58000000	1.405	1.478
8:58000001-58500000	8	58000001	58500000	1.333	1.584
8:58500001-59000000	8	58500001	59000000	1.351	1.565
8:59000001-59500000	8	59000001	59500000	1.432	1.698
8:59500001-60000000	8	59500001	60000000	1.41	1.61
8:60000001-60500000	8	60000001	60500000	1.392	1.666
8:60500001-61000000	8	60500001	61000000	1.277	1.514
8:61500001-62000000	8	61500001	62000000	1.365	1.56
8:62000001-62500000	8	62000001	62500000	1.36	1.606
8:62500001-63000000	8	62500001	63000000	1.323	1.647
8:63000001-63500000	8	63000001	63500000	1.256	1.624
8:63500001-64000000	8	63500001	64000000	1.404	1.504
8:64000001-64500000	8	64000001	64500000	1.371	1.601
8:64500001-65000000	8	64500001	65000000	1.428	1.651
8:65000001-65500000	8	65000001	65500000	1.387	1.735
8:65500001-66000000	8	65500001	66000000	1.225	1.528
8:66000001-66500000	8	66000001	66500000	1.414	1.398
8:66500001-67000000	8	66500001	67000000	1.193	1.466
8:67000001-67500000	8	67000001	67500000	1.35	1.449
8:68000001-68500000	8	68000001	68500000	1.433	1.651
8:68500001-69000000	8	68500001	69000000	1.36	1.544
8:69500001-70000000	8	69500001	70000000	1.328	1.744
8:70000001-70500000	8	70000001	70500000	1.322	1.532
8:70500001-71000000	8	70500001	71000000	1.382	1.719
8:71000001-71500000	8	71000001	71500000	1.321	1.678
8:71500001-72000000	8	71500001	72000000	1.387	1.633
8:72000001-72500000	8	72000001	72500000	1.31	1.368
8:73000001-73500000	8	73000001	73500000	1.27	1.627
8:73500001-74000000	8	73500001	74000000	1.156	1.463
8:74000001-74500000	8	74000001	74500000	1.343	1.564
8:75000001-75500000	8	75000001	75500000	1.338	1.461
8:75500001-76000000	8	75500001	76000000	1.333	1.506
8:77000001-77500000	8	77000001	77500000	1.378	1.569
8:77500001-78000000	8	77500001	78000000	1.361	1.495
8:78000001-78500000	8	78000001	78500000	1.285	1.572
8:78500001-79000000	8	78500001	79000000	1.27	1.509
8:79000001-79500000	8	79000001	79500000	1.377	1.683
8:79500001-80000000	8	79500001	80000000	1.328	1.548
8:80000001-80500000	8	80000001	80500000	1.283	1.522
8:80500001-81000000	8	80500001	81000000	1.394	1.637
8:81000001-81500000	8	81000001	81500000	1.427	1.433
8:81500001-82000000	8	81500001	82000000	1.353	1.465
8:82000001-82500000	8	82000001	82500000	1.394	1.501
8:82500001-83000000	8	82500001	83000000	1.336	1.452
8:83000001-83500000	8	83000001	83500000	1.354	1.501
8:83500001-84000000	8	83500001	84000000	1.282	1.465
8:84000001-84500000	8	84000001	84500000	1.402	1.627
8:84500001-85000000	8	84500001	85000000	1.299	1.649
8:85000001-85500000	8	85000001	85500000	1.317	1.514
8:86000001-86500000	8	86000001	86500000	1.202	1.469
8:86500001-87000000	8	86500001	87000000	1.324	1.501
8:87000001-87500000	8	87000001	87500000	1.397	1.648
8:87500001-88000000	8	87500001	88000000	1.334	1.543
8:88000001-88500000	8	88000001	88500000	1.45	1.731
8:88500001-89000000	8	88500001	89000000	1.355	1.61
8:89000001-89500000	8	89000001	89500000	1.308	1.572
8:89500001-90000000	8	89500001	90000000	1.264	1.529
8:90000001-90500000	8	90000001	90500000	1.241	1.674
8:90500001-91000000	8	90500001	91000000	1.388	1.628
8:91000001-91500000	8	91000001	91500000	1.459	1.622
8:91500001-92000000	8	91500001	92000000	1.332	1.664
8:92000001-92500000	8	92000001	92500000	1.459	1.648
8:92500001-93000000	8	92500001	93000000	1.337	1.56
8:93000001-93500000	8	93000001	93500000	1.343	1.561
8:93500001-94000000	8	93500001	94000000	1.322	1.604
8:94000001-94500000	8	94000001	94500000	1.242	1.579
8:94500001-95000000	8	94500001	95000000	1.212	1.452
8:95000001-95500000	8	95000001	95500000	1.288	1.451
8:95500001-96000000	8	95500001	96000000	1.443	1.625
8:96000001-96500000	8	96000001	96500000	1.33	1.559
8:96500001-97000000	8	96500001	97000000	1.285	1.582
8:97000001-97500000	8	97000001	97500000	1.406	1.68
8:98000001-98500000	8	98000001	98500000	1.319	1.539
8:98500001-99000000	8	98500001	99000000	1.378	1.643
8:99500001-100000000	8	99500001	100000000	1.393	1.467
8:100000001-100500000	8	100000001	100500000	1.346	1.475
8:100500001-101000000	8	100500001	101000000	1.192	1.501
8:101000001-101500000	8	101000001	101500000	1.318	1.52
8:101500001-102000000	8	101500001	102000000	1.349	1.459
8:102000001-102500000	8	102000001	102500000	1.314	1.542
8:103500001-104000000	8	103500001	104000000	1.356	1.597
8:104000001-104500000	8	104000001	104500000	1.363	1.646
8:104500001-105000000	8	104500001	105000000	1.335	1.664
8:105000001-105500000	8	105000001	105500000	1.398	1.59
8:105500001-106000000	8	105500001	106000000	1.342	1.732
8:106000001-106500000	8	106000001	106500000	1.327	1.748
8:106500001-107000000	8	106500001	107000000	1.338	1.649
8:107000001-107500000	8	107000001	107500000	1.412	1.607
8:107500001-108000000	8	107500001	108000000	1.455	1.57
8:108000001-108500000	8	108000001	108500000	1.485	1.648
8:109000001-109500000	8	109000001	109500000	1.393	1.638
8:109500001-110000000	8	109500001	110000000	1.353	1.541
8:110000001-110500000	8	110000001	110500000	1.381	1.482
8:111500001-112000000	8	111500001	112000000	1.308	1.522
8:112000001-112500000	8	112000001	112500000	1.303	1.503
8:112500001-113000000	8	112500001	113000000	1.382	1.425
8:113000001-113500000	8	113000001	113500000	1.338	1.501
8:113500001-114000000	8	113500001	114000000	1.461	1.451
8:114000001-114500000	8	114000001	114500000	1.416	1.511
8:114500001-115000000	8	114500001	115000000	1.362	1.488
8:115000001-115500000	8	115000001	115500000	1.424	1.602
8:115500001-116000000	8	115500001	116000000	1.359	1.585
8:116000001-116500000	8	116000001	116500000	1.328	1.545
8:116500001-117000000	8	116500001	117000000	1.261	1.482
8:117000001-117500000	8	117000001	117500000	1.313	1.51
8:117500001-118000000	8	117500001	118000000	1.342	1.524
8:118000001-118500000	8	118000001	118500000	1.267	1.456
8:118500001-119000000	8	118500001	119000000	1.437	1.605
8:119000001-119500000	8	119000001	119500000	1.451	1.565
8:119500001-120000000	8	119500001	120000000	1.327	1.503
8:120500001-121000000	8	120500001	121000000	1.368	1.543
8:121000001-121500000	8	121000001	121500000	1.41	1.613
8:121500001-122000000	8	121500001	122000000	1.283	1.542
8:122000001-122500000	8	122000001	122500000	1.337	1.495
8:122500001-123000000	8	122500001	123000000	1.434	1.607
8:123000001-123500000	8	123000001	123500000	1.349	1.437
8:123500001-124000000	8	123500001	124000000	1.35	1.58
8:124000001-124500000	8	124000001	124500000	1.168	1.543
8:124500001-125000000	8	124500001	125000000	1.297	1.565
8:125000001-125500000	8	125000001	125500000	1.225	1.518
8:125500001-126000000	8	125500001	126000000	1.347	1.613
8:126000001-126500000	8	126000001	126500000	1.304	1.577
8:126500001-127000000	8	126500001	127000000	1.354	1.617
8:128000001-128500000	8	128000001	128500000	1.305	1.669
8:128500001-129000000	8	128500001	129000000	1.462	1.682
8:129000001-129500000	8	129000001	129500000	1.366	1.675
8:129500001-130000000	8	129500001	130000000	1.318	1.629
8:130000001-130500000	8	130000001	130500000	1.257	1.557
8:130500001-131000000	8	130500001	131000000	1.367	1.698
8:131000001-131500000	8	131000001	131500000	1.425	1.734
8:131500001-132000000	8	131500001	132000000	1.321	1.593
8:132000001-132500000	8	132000001	132500000	1.39	1.593
8:132500001-133000000	8	132500001	133000000	1.311	1.654
8:133000001-133500000	8	133000001	133500000	1.321	1.505
8:134000001-134500000	8	134000001	134500000	1.444	1.563
8:134500001-135000000	8	134500001	135000000	1.34	1.652
8:135000001-135500000	8	135000001	135500000	1.383	1.645
8:135500001-136000000	8	135500001	136000000	1.403	1.656
8:136000001-136500000	8	136000001	136500000	1.431	1.694
8:136500001-137000000	8	136500001	137000000	1.368	1.528
8:137000001-137500000	8	137000001	137500000	1.389	1.555
8:137500001-138000000	8	137500001	138000000	1.392	1.631
8:138000001-138500000	8	138000001	138500000	1.346	1.676
8:138500001-139000000	8	138500001	139000000	1.377	1.668
8:139000001-139500000	8	139000001	139500000	1.379	1.692
8:139500001-140000000	8	139500001	140000000	1.285	1.511
8:140000001-140500000	8	140000001	140500000	1.332	1.519
8:140500001-141000000	8	140500001	141000000	1.15	1.428
8:141000001-141500000	8	141000001	141500000	1.238	1.485
8:141500001-142000000	8	141500001	142000000	1.424	1.606
8:142000001-142500000	8	142000001	142500000	1.306	1.557
8:142500001-143000000	8	142500001	143000000	1.416	1.585
8:143000001-143500000	8	143000001	143500000	1.269	1.451
8:143500001-144000000	8	143500001	144000000	1.162	1.449
8:144000001-144500000	8	144000001	144500000	1.212	1.582
8:144500001-145000000	8	144500001	145000000	1.28	1.676
9:500001-1000000	9	500001	1000000	1.032	0.995
9:1000001-1500000	9	1000001	1500000	1.018	0.999
9:1500001-2000000	9	1500001	2000000	1.045	0.983
9:2000001-2500000	9	2000001	2500000	0.916	0.821
9:2500001-3000000	9	2500001	3000000	1.07	0.958
9:3000001-3500000	9	3000001	3500000	1.082	1.006
9:3500001-4000000	9	3500001	4000000	1.06	0.987
9:4000001-4500000	9	4000001	4500000	0.958	1.06
9:4500001-5000000	9	4500001	5000000	0.982	0.927
9:5500001-6000000	9	5500001	6000000	0.973	1.024
9:6000001-6500000	9	6000001	6500000	0.954	0.969
9:6500001-7000000	9	6500001	7000000	0.877	0.879
9:7000001-7500000	9	7000001	7500000	1.048	1.069
9:7500001-8000000	9	7500001	8000000	1.06	1.051
9:8000001-8500000	9	8000001	8500000	1.049	1.074
9:8500001-9000000	9	8500001	9000000	1.017	1.087
9:9000001-9500000	9	9000001	9500000	0.963	0.986
9:10000001-10500000	9	10000001	10500000	1.051	0.966
9:10500001-11000000	9	10500001	11000000	1.027	0.984
9:11000001-11500000	9	11000001	11500000	0.923	0.935
9:11500001-12000000	9	11500001	12000000	0.95	0.976
9:12000001-12500000	9	12000001	12500000	0.95	1.019
9:12500001-13000000	9	12500001	13000000	0.934	0.935
9:13000001-13500000	9	13000001	13500000	1.011	1.063
9:13500001-14000000	9	13500001	14000000	1.004	0.981
9:14000001-14500000	9	14000001	14500000	0.931	0.939
9:14500001-15000000	9	14500001	15000000	1.02	1.004
9:15000001-15500000	9	15000001	15500000	0.992	0.969
9:16000001-16500000	9	16000001	16500000	1.048	1.074
9:16500001-17000000	9	16500001	17000000	0.971	1.029
9:17000001-17500000	9	17000001	17500000	0.946	0.941
9:17500001-18000000	9	17500001	18000000	1.064	1.029
9:18500001-19000000	9	18500001	19000000	1.023	1.033
9:19000001-19500000	9	19000001	19500000	0.905	0.881
9:19500001-20000000	9	19500001	20000000	1.091	1.031
9:20000001-20500000	9	20000001	20500000	1.028	1.061
9:20500001-21000000	9	20500001	21000000	1.02	0.972
9:21000001-21500000	9	21000001	21500000	0.888	1.058
9:21500001-22000000	9	21500001	22000000	1.026	1.039
9:22000001-22500000	9	22000001	22500000	1.049	1.038
9:22500001-23000000	9	22500001	23000000	1.028	0.984
9:23000001-23500000	9	23000001	23500000	0.966	0.928
9:23500001-24000000	9	23500001	24000000	0.957	0.996
9:24000001-24500000	9	24000001	24500000	1.032	0.981
9:24500001-25000000	9	24500001	25000000	0.985	0.978
9:25000001-25500000	9	25000001	25500000	0.891	1.012
9:25500001-26000000	9	25500001	26000000	0.995	0.917
9:26000001-26500000	9	26000001	26500000	1.026	1.02
9:26500001-27000000	9	26500001	27000000	1.032	0.992
9:27000001-27500000	9	27000001	27500000	0.96	1.15
9:27500001-28000000	9	27500001	28000000	0.965	0.969
9:28000001-28500000	9	28000001	28500000	0.997	0.989
9:28500001-29000000	9	28500001	29000000	0.999	1.029
9:29000001-29500000	9	29000001	29500000	1.049	0.956
9:29500001-30000000	9	29500001	30000000	0.995	0.921
9:30000001-30500000	9	30000001	30500000	0.973	1.027
9:30500001-31000000	9	30500001	31000000	0.982	1.008
9:31500001-32000000	9	31500001	32000000	0.942	0.917
9:32000001-32500000	9	32000001	32500000	1.048	1.016
9:32500001-33000000	9	32500001	33000000	1.019	0.993
9:33000001-33500000	9	33000001	33500000	0.992	0.92
9:34000001-34500000	9	34000001	34500000	1.033	1.028
9:35000001-35500000	9	35000001	35500000	0.93	0.891
9:35500001-36000000	9	35500001	36000000	0.861	1.042
9:36500001-37000000	9	36500001	37000000	1.045	1.13
9:37000001-37500000	9	37000001	37500000	0.888	0.924
9:37500001-38000000	9	37500001	38000000	0.974	1.063
9:38000001-38500000	9	38000001	38500000	0.963	1.032
9:68500001-69000000	9	68500001	69000000	0.959	1.002
9:69000001-69500000	9	69000001	69500000	0.999	1.023
9:69500001-70000000	9	69500001	70000000	1.057	0.919
9:70000001-70500000	9	70000001	70500000	1.026	1.039
9:70500001-71000000	9	70500001	71000000	1.037	0.982
9:71000001-71500000	9	71000001	71500000	1.048	1.049
9:71500001-72000000	9	71500001	72000000	0.96	0.997
9:72000001-72500000	9	72000001	72500000	0.967	1.033
9:73000001-73500000	9	73000001	73500000	0.986	1.017
9:73500001-74000000	9	73500001	74000000	1.011	0.934
9:74000001-74500000	9	74000001	74500000	0.902	1.014
9:74500001-75000000	9	74500001	75000000	0.978	0.887
9:75000001-75500000	9	75000001	75500000	0.949	0.914
9:75500001-76000000	9	75500001	76000000	1.008	1.013
9:76000001-76500000	9	76000001	76500000	0.996	0.976
9:76500001-77000000	9	76500001	77000000	1.021	0.977
9:77000001-77500000	9	77000001	77500000	1.012	1.002
9:77500001-78000000	9	77500001	78000000	1.031	0.9
9:78000001-78500000	9	78000001	78500000	1.06	1.007
9:79000001-79500000	9	79000001	79500000	1.035	1.022
9:80000001-80500000	9	80000001	80500000	0.93	0.952
9:81000001-81500000	9	81000001	81500000	0.955	0.989
9:82500001-83000000	9	82500001	83000000	1.025	0.994
9:83000001-83500000	9	83000001	83500000	0.97	0.872
9:83500001-84000000	9	83500001	84000000	0.886	0.913
9:84000001-84500000	9	84000001	84500000	1.027	1.08
9:84500001-85000000	9	84500001	85000000	1.043	1.069
9:85000001-85500000	9	85000001	85500000	1.115	1.109
9:85500001-86000000	9	85500001	86000000	0.921	0.968
9:86000001-86500000	9	86000001	86500000	1.065	0.978
9:86500001-87000000	9	86500001	87000000	1.011	0.947
9:87000001-87500000	9	87000001	87500000	1.03	0.957
9:87500001-88000000	9	87500001	88000000	1.071	0.99
9:88000001-88500000	9	88000001	88500000	1.11	1.04
9:88500001-89000000	9	88500001	89000000	1.003	0.997
9:89000001-89500000	9	89000001	89500000	0.979	0.986
9:89500001-90000000	9	89500001	90000000	0.994	0.984
9:90000001-90500000	9	90000001	90500000	1.042	1.049
9:90500001-91000000	9	90500001	91000000	1.062	1.045
9:91000001-91500000	9	91000001	91500000	0.996	0.947
9:91500001-92000000	9	91500001	92000000	1.084	1.009
9:93000001-93500000	9	93000001	93500000	0.98	1.038
9:93500001-94000000	9	93500001	94000000	0.971	0.986
9:94500001-95000000	9	94500001	95000000	1.048	0.968
9:95000001-95500000	9	95000001	95500000	1.073	0.895
9:96000001-96500000	9	96000001	96500000	0.965	1.021
9:97500001-98000000	9	97500001	98000000	1.037	1.067
9:98000001-98500000	9	98000001	98500000	1.032	1.065
9:98500001-99000000	9	98500001	99000000	1.056	1.053
9:99000001-99500000	9	99000001	99500000	0.992	1.052
9:99500001-100000000	9	99500001	100000000	1.05	1.112
9:100000001-100500000	9	100000001	100500000	0.985	1.019
9:100500001-101000000	9	100500001	101000000	1.069	1.127
9:101000001-101500000	9	101000001	101500000	0.977	1.035
9:101500001-102000000	9	101500001	102000000	1.094	1.083
9:102000001-102500000	9	102000001	102500000	1.044	0.942
9:102500001-103000000	9	102500001	103000000	0.917	0.988
9:103000001-103500000	9	103000001	103500000	0.941	0.888
9:103500001-104000000	9	103500001	104000000	1.002	1.04
9:104000001-104500000	9	104000001	104500000	0.91	1.053
9:104500001-105000000	9	104500001	105000000	0.977	0.888
9:105000001-105500000	9	105000001	105500000	0.963	0.959
9:105500001-106000000	9	105500001	106000000	1.079	0.978
9:106000001-106500000	9	106000001	106500000	1.059	1.024
9:106500001-107000000	9	106500001	107000000	1.024	1.145
9:107000001-107500000	9	107000001	107500000	1.013	0.935
9:107500001-108000000	9	107500001	108000000	1.082	0.993
9:108000001-108500000	9	108000001	108500000	1.104	1.062
9:108500001-109000000	9	108500001	109000000	1.039	1.026
9:109000001-109500000	9	109000001	109500000	1	1.016
9:109500001-110000000	9	109500001	110000000	1.126	1.042
9:110000001-110500000	9	110000001	110500000	1.068	1.105
9:110500001-111000000	9	110500001	111000000	1.043	1.035
9:111000001-111500000	9	111000001	111500000	1.049	1.006
9:111500001-112000000	9	111500001	112000000	0.959	0.909
9:112000001-112500000	9	112000001	112500000	0.96	0.929
9:112500001-113000000	9	112500001	113000000	1.023	0.94
9:113000001-113500000	9	113000001	113500000	0.978	1.037
9:113500001-114000000	9	113500001	114000000	1.009	0.986
9:114000001-114500000	9	114000001	114500000	1.001	1.024
9:114500001-115000000	9	114500001	115000000	1.005	1.067
9:115000001-115500000	9	115000001	115500000	1.04	1.035
9:115500001-116000000	9	115500001	116000000	1.073	1.01
9:116000001-116500000	9	116000001	116500000	1.115	1.068
9:116500001-117000000	9	116500001	117000000	1.042	0.968
9:117500001-118000000	9	117500001	118000000	1.071	1.188
9:118000001-118500000	9	118000001	118500000	1.039	1.015
9:118500001-119000000	9	118500001	119000000	0.96	1.01
9:119000001-119500000	9	119000001	119500000	0.998	1.035
9:119500001-120000000	9	119500001	120000000	1.043	1.1
9:120000001-120500000	9	120000001	120500000	1.043	1.182
9:120500001-121000000	9	120500001	121000000	0.873	0.958
9:121000001-121500000	9	121000001	121500000	0.922	0.99
9:121500001-122000000	9	121500001	122000000	1.131	1.043
9:122000001-122500000	9	122000001	122500000	0.961	0.942
9:123000001-123500000	9	123000001	123500000	0.987	0.946
9:123500001-124000000	9	123500001	124000000	0.973	1.035
9:124000001-124500000	9	124000001	124500000	1.016	1.052
9:124500001-125000000	9	124500001	125000000	0.911	0.996
9:125000001-125500000	9	125000001	125500000	0.992	0.996
9:125500001-126000000	9	125500001	126000000	0.992	0.994
9:126000001-126500000	9	126000001	126500000	1.036	1.07
9:126500001-127000000	9	126500001	127000000	1.051	0.961
9:127000001-127500000	9	127000001	127500000	0.962	0.923
9:127500001-128000000	9	127500001	128000000	0.944	1.039
9:128000001-128500000	9	128000001	128500000	1.012	1
9:128500001-129000000	9	128500001	129000000	0.945	0.932
9:129000001-129500000	9	129000001	129500000	0.995	0.967
9:130000001-130500000	9	130000001	130500000	1.037	1.025
9:130500001-131000000	9	130500001	131000000	1.087	1.111
9:131000001-131500000	9	131000001	131500000	0.986	1.056
9:131500001-132000000	9	131500001	132000000	0.984	1.01
9:132000001-132500000	9	132000001	132500000	0.99	0.942
9:132500001-133000000	9	132500001	133000000	1.035	1.061
9:133000001-133500000	9	133000001	133500000	0.947	0.929
9:133500001-134000000	9	133500001	134000000	0.903	1.016
9:134500001-135000000	9	134500001	135000000	1.02	1.047
9:135000001-135500000	9	135000001	135500000	1.047	0.988
9:135500001-136000000	9	135500001	136000000	1.037	0.963
9:136000001-136500000	9	136000001	136500000	0.951	0.927
9:136500001-137000000	9	136500001	137000000	1.035	0.926
9:137000001-137500000	9	137000001	137500000	0.993	0.907
9:137500001-138000000	9	137500001	138000000	1.069	1.115
10:1-500000	10	1	500000	0.965	1.011
10:500001-1000000	10	500001	1000000	0.946	0.856
10:1000001-1500000	10	1000001	1500000	1.056	0.956
10:1500001-2000000	10	1500001	2000000	0.991	0.891
10:2500001-3000000	10	2500001	3000000	0.923	0.995
10:3000001-3500000	10	3000001	3500000	0.886	0.872
10:3500001-4000000	10	3500001	4000000	0.857	0.866
10:4000001-4500000	10	4000001	4500000	0.936	1.003
10:4500001-5000000	10	4500001	5000000	0.982	0.877
10:5000001-5500000	10	5000001	5500000	0.924	0.97
10:5500001-6000000	10	5500001	6000000	0.907	0.836
10:6000001-6500000	10	6000001	6500000	0.817	0.961
10:6500001-7000000	10	6500001	7000000	0.978	1.019
10:7000001-7500000	10	7000001	7500000	0.96	0.996
10:7500001-8000000	10	7500001	8000000	0.936	0.953
10:8000001-8500000	10	8000001	8500000	0.918	0.815
10:8500001-9000000	10	8500001	9000000	0.952	0.907
10:9000001-9500000	10	9000001	9500000	0.975	0.878
10:9500001-10000000	10	9500001	10000000	1.154	1.009
10:10000001-10500000	10	10000001	10500000	0.954	0.965
10:10500001-11000000	10	10500001	11000000	1.009	0.932
10:11000001-11500000	10	11000001	11500000	0.865	0.928
10:11500001-12000000	10	11500001	12000000	1.006	1.097
10:12000001-12500000	10	12000001	12500000	0.896	0.919
10:12500001-13000000	10	12500001	13000000	0.904	1.055
10:13000001-13500000	10	13000001	13500000	0.954	0.959
10:13500001-14000000	10	13500001	14000000	0.905	0.93
10:14000001-14500000	10	14000001	14500000	0.951	0.969
10:14500001-15000000	10	14500001	15000000	0.956	0.97
10:15000001-15500000	10	15000001	15500000	0.989	0.91
10:15500001-16000000	10	15500001	16000000	0.927	1.064
10:16000001-16500000	10	16000001	16500000	0.896	0.899
10:16500001-17000000	10	16500001	17000000	0.957	0.871
10:17000001-17500000	10	17000001	17500000	0.91	0.967
10:17500001-18000000	10	17500001	18000000	0.885	0.902
10:18000001-18500000	10	18000001	18500000	0.891	1.046
10:18500001-19000000	10	18500001	19000000	0.907	1.036
10:19000001-19500000	10	19000001	19500000	0.993	0.852
10:20000001-20500000	10	20000001	20500000	0.994	0.924
10:20500001-21000000	10	20500001	21000000	1.041	0.974
10:21000001-21500000	10	21000001	21500000	0.948	0.909
10:21500001-22000000	10	21500001	22000000	0.867	0.855
10:22000001-22500000	10	22000001	22500000	0.977	0.979
10:22500001-23000000	10	22500001	23000000	0.946	0.821
10:23000001-23500000	10	23000001	23500000	0.869	0.918
10:23500001-24000000	10	23500001	24000000	0.991	0.957
10:24000001-24500000	10	24000001	24500000	0.929	0.948
10:24500001-25000000	10	24500001	25000000	0.818	0.821
10:25000001-25500000	10	25000001	25500000	0.982	0.906
10:26000001-26500000	10	26000001	26500000	0.967	1.083
10:27000001-27500000	10	27000001	27500000	0.826	0.838
10:27500001-28000000	10	27500001	28000000	0.88	0.907
10:28000001-28500000	10	28000001	28500000	0.882	0.934
10:28500001-29000000	10	28500001	29000000	0.886	0.889
10:29000001-29500000	10	29000001	29500000	0.908	0.991
10:29500001-30000000	10	29500001	30000000	0.886	0.886
10:30000001-30500000	10	30000001	30500000	0.892	0.921
10:31000001-31500000	10	31000001	31500000	1.009	0.985
10:31500001-32000000	10	31500001	32000000	0.988	0.872
10:32000001-32500000	10	32000001	32500000	0.929	0.752
10:32500001-33000000	10	32500001	33000000	0.965	0.995
10:33000001-33500000	10	33000001	33500000	1.019	1.008
10:33500001-34000000	10	33500001	34000000	0.933	0.874
